customerID,gender,Partner,Dependents,tenure,Contract,MonthlyCharges,Churn
9411-TPQQV,Female,No,No,40,One year,54.55,No
0795-LAFGP,Male,Yes,Yes,71,Two year,90.4,No
6999-CHVCF,Male,No,No,68,Two year,102.1,No
0562-HKHML,Male,Yes,Yes,71,Two year,23.9,No
5248-KWLAR,Male,Yes,Yes,71,Two year,90.35,No
7198-GLXTC,Male,No,No,2,Month-to-month,79,Yes
0795-XCCTE,Male,No,No,72,Two year,25.4,No
8857-CUPFQ,Male,Yes,No,63,Two year,19.25,No
5372-FBKBN,Female,No,Yes,21,Month-to-month,20.75,No
9140-CZQZZ,Female,Yes,No,68,Two year,79.6,No
1744-JHKYS,Female,Yes,No,34,Month-to-month,24.7,No
6728-WYQBC,Male,No,No,1,Month-to-month,20.95,No
2732-ISEZX,Female,No,No,5,Month-to-month,20.5,No
0804-XBFBV,Female,No,Yes,11,Month-to-month,25.2,No
9588-YRFHY,Male,No,No,49,Two year,19.9,No
3620-EHIMZ,Female,Yes,Yes,52,Two year,19.35,No
4462-CYWMH,Male,Yes,No,62,Month-to-month,89.8,No
4778-IZARL,Male,Yes,No,63,Two year,110.1,No
6954-OOYZZ,Male,Yes,No,18,Month-to-month,44.35,No
0723-FDLAY,Male,No,No,44,One year,85.25,No
7554-AKDQF,Female,Yes,No,6,Month-to-month,45.65,No
5203-XEHAX,Female,No,No,34,One year,64.35,No
4135-FRWKJ,Female,Yes,Yes,55,One year,76.25,No
4523-WXCEF,Female,Yes,No,59,Month-to-month,101.1,Yes
7000-WCEVQ,Female,No,No,20,Month-to-month,61.6,Yes
4476-OSWTN,Male,Yes,No,69,One year,110.55,No
9306-CPCBC,Female,No,No,3,Month-to-month,74.25,Yes
5171-EPLKN,Male,No,No,27,Two year,19.85,No
1723-HKXJQ,Male,No,No,42,Month-to-month,101.75,Yes
5915-ANOEI,Male,Yes,No,70,Two year,79.15,No
0939-EREMR,Female,No,Yes,13,Month-to-month,53.45,No
5844-QVTAT,Female,Yes,Yes,33,One year,58.45,No
1303-SRDOK,Female,Yes,Yes,55,Two year,69.05,No
8652-YHIYU,Female,No,Yes,16,One year,79.5,No
5502-RLUYV,Female,Yes,Yes,69,Month-to-month,103.95,Yes
7714-YXSMB,Female,No,No,26,Month-to-month,100.5,No
9053-JZFKV,Male,No,No,67,Two year,116.2,Yes
0719-SYFRB,Female,No,No,12,Month-to-month,61.65,Yes
7379-FNIUJ,Male,No,No,2,Month-to-month,100.2,No
4567-AKPIA,Female,Yes,Yes,41,One year,109.1,No
1834-WULEG,Male,Yes,Yes,24,One year,20.25,No
1591-NFNLQ,Male,No,No,51,Month-to-month,80,Yes
6022-UGGSO,Female,No,No,32,Month-to-month,74.4,Yes
6198-ZFIOJ,Female,No,No,5,Month-to-month,75.6,No
2232-DMLXU,Female,Yes,No,1,Month-to-month,55.2,Yes
9308-ANMVE,Male,No,Yes,47,Month-to-month,55.3,No
5887-IKKYO,Male,Yes,Yes,58,Two year,94.35,No
7377-DMMRI,Male,No,No,2,Month-to-month,47.8,Yes
1167-OYZJF,Female,Yes,No,67,Two year,20.05,No
3453-RTHJQ,Male,No,No,6,Month-to-month,69.1,No
5858-EAFCZ,Male,No,No,1,Month-to-month,44.45,No
5135-RDDQL,Female,Yes,Yes,63,Two year,50.65,No
2703-AMTUL,Male,Yes,Yes,36,One year,53.65,No
8465-SBRXP,Male,Yes,Yes,38,Two year,94.9,No
7074-IEVOJ,Female,No,No,3,Month-to-month,79.4,Yes
6458-CYIDZ,Female,No,No,5,Month-to-month,80.7,No
7008-LZVOZ,Male,Yes,Yes,66,Two year,25.3,No
9507-HSMMZ,Male,No,No,54,Two year,20,No
3082-VQXNH,Male,Yes,No,3,Month-to-month,29.8,No
7531-GQHME,Male,No,No,12,Month-to-month,20.05,No
4289-DTDKW,Male,Yes,No,40,Month-to-month,101.3,Yes
6556-DBKZF,Female,Yes,Yes,71,Two year,76.05,No
9496-IVVRP,Female,Yes,Yes,11,Month-to-month,51,No
6537-OTKMY,Male,No,No,15,One year,50.75,No
9938-PRCVK,Female,Yes,Yes,41,Two year,19.7,No
4589-IUAJB,Male,Yes,No,70,Two year,24.25,No
3744-ZRRDZ,Male,No,No,21,Month-to-month,82.35,Yes
4184-TJFAN,Female,Yes,Yes,3,Month-to-month,88.3,Yes
9033-EOXWV,Female,No,No,12,One year,74.05,Yes
0531-XBKMM,Male,No,Yes,66,Two year,65.7,No
4016-BJKTZ,Female,No,No,25,Two year,108.9,No
9391-DXGGG,Female,No,No,44,One year,89.15,No
0725-CXOTM,Female,No,No,36,One year,89.65,No
4452-QIIEB,Male,No,No,7,Month-to-month,43.9,No
0927-CNGRH,Male,No,Yes,1,Month-to-month,19.55,No
4024-CSNBY,Female,Yes,No,72,Two year,94.25,No
3104-OWCGK,Male,Yes,Yes,60,One year,90.95,Yes
1455-HFBXA,Male,Yes,No,52,Two year,91.6,No
3831-YCPUO,Female,Yes,Yes,72,Two year,109.5,No
1810-MVMAI,Male,Yes,Yes,30,Month-to-month,67.6,No
0680-DFNNY,Male,Yes,No,15,Month-to-month,101.1,Yes
0032-PGELS,Female,Yes,Yes,1,Month-to-month,30.5,Yes
9945-PSVIP,Female,Yes,Yes,25,Two year,18.7,No
9786-YWNHU,Female,Yes,Yes,63,Two year,63.55,No
0661-KQHNK,Female,Yes,Yes,6,One year,19,No
0423-UDIJQ,Male,No,No,9,Month-to-month,49.2,No
3489-HHPFY,Female,Yes,No,2,Month-to-month,84.05,No
7861-UVUFT,Female,Yes,No,15,Month-to-month,84.3,Yes
3506-LCJDC,Male,Yes,Yes,1,Month-to-month,19.95,Yes
7858-GTZSP,Female,No,No,12,Month-to-month,86.55,No
6476-EPYZR,Male,Yes,Yes,12,Month-to-month,20.5,No
2279-AXJJK,Male,Yes,No,52,Month-to-month,95.65,No
9086-YJYXS,Male,Yes,Yes,34,One year,77.2,No
7855-DIWPO,Female,No,No,21,Month-to-month,68.65,No
4718-DHSMV,Female,No,No,11,Month-to-month,35.8,No
9170-ARBTB,Female,Yes,Yes,52,One year,19.6,No
7089-XXAYG,Male,Yes,No,25,One year,38.1,No
1163-ONYEY,Male,Yes,Yes,41,Month-to-month,74.55,No
8474-UMLNT,Female,No,No,13,Month-to-month,67.8,No
9190-MFJLN,Male,No,No,19,Month-to-month,95.9,Yes
8229-BUJHX,Female,Yes,Yes,71,Two year,20.5,No
3001-UNBTL,Male,Yes,Yes,29,Month-to-month,103.95,No
8945-GRKHX,Female,No,Yes,1,Month-to-month,78.65,Yes
8903-XEBGX,Male,No,Yes,2,Month-to-month,55.3,No
3192-NQECA,Male,Yes,No,68,Two year,110,Yes
3865-QBWSJ,Male,No,Yes,38,Month-to-month,80.45,No
0567-GGCAC,Female,No,No,7,Month-to-month,61.4,No
4378-MYPGO,Male,Yes,Yes,68,Two year,105.25,No
4570-QHXHL,Female,No,No,9,Month-to-month,43.75,No
7945-HLKEA,Female,No,No,60,One year,64.75,No
0708-LGSMF,Male,Yes,No,13,Month-to-month,65.85,No
5935-FCCNB,Female,No,No,17,Month-to-month,94.2,No
6350-XFYGW,Male,No,No,4,Month-to-month,94.75,No
1264-BYWMS,Male,No,No,55,Month-to-month,96.8,Yes
7560-QRBXH,Female,No,Yes,48,One year,19.95,No
2927-CVULT,Female,Yes,Yes,53,Two year,104.05,No
9389-ACWBI,Female,Yes,Yes,5,Month-to-month,69.95,No
9548-LIGTA,Male,Yes,No,61,Two year,81.05,No
0383-CLDDA,Female,No,No,69,Two year,85.35,No
6693-FRIRW,Male,No,No,18,Month-to-month,101.3,No
6599-RCLCJ,Male,Yes,No,47,Month-to-month,109.55,Yes
4831-EOBFE,Male,Yes,Yes,29,Month-to-month,94.65,Yes
9919-KNPOO,Female,Yes,No,21,Month-to-month,94.3,No
7690-KPNCU,Male,Yes,Yes,64,One year,73.05,No
3279-DYZQM,Male,Yes,Yes,71,Two year,19.45,No
6253-GNHWH,Female,Yes,Yes,71,Two year,71.1,No
2384-OVPSA,Female,No,No,38,Two year,20.2,No
7607-QKKTJ,Male,Yes,Yes,45,One year,95,No
9327-QSDED,Male,No,No,8,Month-to-month,43.55,No
2619-WFQWU,Female,No,No,1,Month-to-month,70.15,Yes
9153-BTBVV,Female,Yes,No,71,Two year,25,No
8019-ENHXU,Male,Yes,No,42,Month-to-month,99.45,Yes
7130-YXBRO,Male,Yes,No,48,Month-to-month,111.45,No
0867-LDTTC,Male,No,No,5,Month-to-month,75.15,No
7672-VFMXZ,Male,Yes,No,57,Month-to-month,55.7,No
4078-SAYYN,Female,No,No,11,Month-to-month,100.75,Yes
4029-HPFVY,Male,No,No,3,Month-to-month,70.3,No
3045-XETSH,Female,No,No,10,Month-to-month,94.85,Yes
9067-YGSCA,Female,No,No,70,One year,26.05,No
4391-RESHN,Male,No,No,23,Month-to-month,104.05,Yes
8677-HDZEE,Female,No,No,56,Month-to-month,105.45,No
5882-CMAZQ,Female,Yes,Yes,5,Month-to-month,34.25,No
2504-DSHIH,Male,Yes,No,23,Month-to-month,86.8,No
3900-AQPHZ,Female,No,No,1,Month-to-month,19.9,Yes
2108-GLPQB,Male,Yes,No,25,Month-to-month,55.55,No
6351-SCJKT,Male,No,No,3,Month-to-month,41.35,No
0324-BRPCJ,Female,Yes,No,68,Month-to-month,100.2,Yes
6457-GIRWB,Male,No,No,1,Month-to-month,69.35,Yes
2000-DHJUY,Female,Yes,No,70,Two year,92.2,No
8043-PNYSD,Male,Yes,Yes,63,Two year,19.55,No
5387-ASZNZ,Female,No,No,66,One year,63.85,No
7718-UPSKJ,Female,Yes,No,69,One year,106.4,No
8468-EHYJA,Female,Yes,No,57,Month-to-month,99.65,No
3703-VAVCL,Male,Yes,Yes,2,Month-to-month,90,Yes
6377-WHAOX,Female,Yes,No,60,Month-to-month,106.15,No
8707-RMEZH,Female,Yes,No,69,One year,87.3,No
9894-EZEWG,Female,No,No,1,Month-to-month,74.3,Yes
9317-WZPGV,Female,No,No,2,Month-to-month,79.75,Yes
0480-BIXDE,Female,Yes,No,19,Month-to-month,96.8,No
5402-HTOTQ,Male,No,No,16,Month-to-month,55.3,No
1697-NVVGY,Male,Yes,No,19,Month-to-month,66.4,No
9026-LHEVG,Female,No,No,9,Month-to-month,40.75,No
8318-LCNBW,Male,Yes,No,35,One year,53.15,No
2654-VBVPB,Female,No,No,1,Month-to-month,19.9,No
2961-VNFKL,Female,Yes,No,71,Two year,25.95,No
7892-POOKP,Female,Yes,No,28,Month-to-month,104.8,Yes
9229-RQABD,Male,No,No,18,One year,23.75,No
2659-VXMWZ,Male,Yes,Yes,67,One year,111.3,Yes
0640-YJTPY,Male,Yes,Yes,72,Two year,21,No
8640-SDGKB,Male,No,No,4,Month-to-month,74.4,Yes
4504-YOULA,Female,Yes,Yes,35,Month-to-month,59.45,No
6194-HBGQN,Male,No,No,51,One year,81.15,No
1474-JUWSM,Female,Yes,No,58,One year,68.4,No
6620-HVDUJ,Male,No,No,24,Month-to-month,60.45,No
2657-ALMWY,Female,Yes,No,26,Month-to-month,84.95,Yes
8541-QVFKM,Female,No,No,8,Month-to-month,73.5,No
4584-LBNMK,Male,Yes,No,45,One year,24.7,No
9909-DFRJA,Female,No,No,26,One year,95.85,No
9565-JSNFM,Male,No,No,38,One year,70.45,Yes
5161-UBZXI,Male,Yes,Yes,69,Two year,106.35,No
5130-IEKQT,Male,No,No,25,Month-to-month,105.95,Yes
7311-MQJCH,Female,No,No,5,One year,19.55,No
9093-FPDLG,Female,No,No,11,Month-to-month,94.2,No
7101-HRBLJ,Female,Yes,Yes,72,Two year,83.7,No
5724-BIDBU,Male,Yes,No,49,One year,55.35,No
7511-YMXVQ,Male,No,No,9,Month-to-month,45.4,Yes
1024-VRZHF,Male,Yes,No,11,Month-to-month,74.95,Yes
5356-RHIPP,Male,No,No,1,Month-to-month,20.2,Yes
7434-SHXLS,Female,No,No,1,Month-to-month,20.9,Yes
6924-TDGMT,Male,Yes,No,11,One year,20.55,No
7576-OYWBN,Male,No,No,3,Month-to-month,76.05,Yes
3523-QRQLL,Female,Yes,Yes,22,One year,69.5,Yes
3244-DCJWY,Female,No,No,1,Month-to-month,70.25,Yes
1583-IHQZE,Male,No,No,12,Month-to-month,112.95,Yes
8566-YPRGL,Female,No,No,1,Month-to-month,19.5,No
5119-NZPTV,Male,Yes,No,2,Month-to-month,70.1,No
3623-FQBOX,Male,No,No,21,Month-to-month,19.95,No
8028-PNXHQ,Male,Yes,Yes,62,Two year,24.25,No
0916-QOFDP,Female,Yes,Yes,14,Month-to-month,95.8,No
9256-JTBNZ,Female,No,No,11,Month-to-month,20.3,No
3719-TDVQB,Female,Yes,No,54,Two year,18.95,No
5712-AHQNN,Female,No,No,43,Month-to-month,91.65,No
5222-JCXZT,Male,No,No,4,Month-to-month,19,No
8070-AAWZP,Male,Yes,No,24,Month-to-month,34.25,No
9294-TDIPC,Male,No,Yes,5,Month-to-month,20.2,No
0997-YTLNY,Female,No,Yes,19,Month-to-month,48.8,No
1709-EJDOX,Female,Yes,Yes,47,Two year,19.75,No
8626-XHBIE,Male,No,Yes,56,Two year,24.8,No
7139-JZFVG,Male,Yes,Yes,60,Two year,60.5,No
3058-HJCUY,Male,Yes,Yes,41,One year,102.6,Yes
2388-LAESQ,Female,Yes,No,72,Two year,114.85,No
3258-ZKPAI,Male,Yes,Yes,72,Two year,116.6,No
6682-VCIXC,Female,Yes,Yes,43,One year,51.25,No
6121-VZNQB,Female,No,No,1,Month-to-month,19.1,Yes
0506-YLVKJ,Male,Yes,Yes,46,Two year,20.2,No
7279-NMVJC,Female,No,No,17,One year,19.9,No
9314-IJWSQ,Female,Yes,Yes,14,Month-to-month,84.8,No
2266-FUBDZ,Male,Yes,Yes,15,Two year,19.35,No
3733-UOCWF,Male,Yes,No,61,One year,85.55,No
0511-JTEOY,Female,No,No,1,Month-to-month,71.1,Yes
0829-DDVLK,Female,No,No,15,One year,20.1,No
2718-GAXQD,Female,Yes,Yes,4,Month-to-month,46,Yes
6122-LJADA,Male,Yes,Yes,70,Two year,90.15,No
4560-WQAQW,Female,No,No,59,One year,68.7,No
1431-CYWMH,Female,Yes,Yes,22,Month-to-month,19.05,No
1456-TWCGB,Male,No,No,4,Month-to-month,49.25,No
2004-OCQXK,Female,No,No,1,Month-to-month,81.95,Yes
8938-UMKPI,Female,No,No,47,Month-to-month,106.4,Yes
0378-XSZPU,Male,Yes,No,58,One year,60.3,Yes
8124-NZVGJ,Female,No,No,6,One year,49.25,No
4544-RXFMG,Male,Yes,Yes,8,One year,43.45,No
4039-HEUNW,Male,Yes,No,36,Month-to-month,96.5,Yes
0689-DSXGL,Female,Yes,Yes,52,Month-to-month,85.8,No
1955-IBMMB,Male,No,No,59,Two year,20.2,No
1579-KLYDT,Male,No,No,7,Month-to-month,90.45,Yes
4654-ULTTN,Male,Yes,No,70,Two year,74.8,No
1114-CENIM,Male,No,Yes,54,Month-to-month,55,Yes
3158-MOERK,Female,No,No,2,Month-to-month,96,Yes
7075-BNDVQ,Female,No,No,4,Month-to-month,35,No
0188-GWFLE,Male,No,No,2,Month-to-month,20.05,No
7743-EXURX,Male,Yes,Yes,8,Month-to-month,51.05,Yes
4398-HSCJH,Female,No,No,3,Month-to-month,63.6,Yes
6833-JMZYP,Female,No,No,15,Month-to-month,94,No
5124-EOGYE,Male,No,No,31,Two year,20.45,No
4817-VYYWS,Female,No,No,30,Month-to-month,100.2,Yes
2371-KFUOG,Male,No,No,58,One year,99.15,No
6181-AXXYF,Male,Yes,Yes,72,Two year,24.75,No
8071-SBTRN,Female,No,No,70,Two year,111.15,No
3655-SNQYZ,Female,Yes,Yes,69,Two year,113.25,No
0376-OIWME,Male,Yes,No,36,Month-to-month,93.6,No
4282-ACRXS,Male,Yes,No,38,Month-to-month,24.85,No
0410-IPFTY,Female,Yes,No,31,Month-to-month,83.85,No
7945-PRBVF,Male,No,No,35,Two year,21.45,No
1092-WPIVQ,Female,Yes,Yes,18,Two year,25.1,No
1452-XRSJV,Female,Yes,Yes,39,Month-to-month,51.05,No
1932-UEDCX,Male,Yes,No,33,Month-to-month,100.6,No
9722-UJOJR,Male,Yes,Yes,29,Month-to-month,70.75,Yes
9194-GFVOI,Female,Yes,No,42,Two year,84.35,No
6048-UWKAL,Female,Yes,No,69,Two year,105.4,No
0829-XXPLX,Female,No,No,20,Month-to-month,89.4,No
7233-DRTRF,Male,Yes,No,63,Month-to-month,102.4,No
6178-KFNHS,Female,No,Yes,12,Month-to-month,78.3,Yes
8087-LGYHQ,Male,No,No,9,Month-to-month,94.05,No
1219-NNDDO,Female,No,No,9,Month-to-month,76.85,No
5445-GLVOT,Female,No,No,22,Month-to-month,49.8,No
5685-IIXLY,Female,Yes,Yes,5,Month-to-month,83.6,Yes
0709-TVGUR,Female,No,No,9,Month-to-month,74.55,Yes
1567-DSCIC,Male,No,No,8,Month-to-month,94,Yes
9548-ZMVTX,Male,Yes,Yes,72,Two year,90.45,No
1465-WCZVT,Female,Yes,Yes,3,Month-to-month,19.65,No
0727-IWKVK,Male,Yes,No,9,Month-to-month,79.9,Yes
0318-ZOPWS,Female,Yes,No,49,Two year,20.15,No
7924-GJZFI,Female,Yes,No,25,Month-to-month,69.3,No
6988-CJEYV,Male,No,No,49,Month-to-month,98.7,No
9426-SXNHE,Female,No,No,2,Month-to-month,18.75,No
5948-UJZLF,Male,No,No,2,Month-to-month,49.25,No
3389-KTRXV,Female,Yes,Yes,23,Two year,23.85,No
2960-NKRSO,Male,No,No,24,Month-to-month,85.95,No
9699-UBQFS,Female,Yes,No,43,Month-to-month,94.5,No
7969-AULMZ,Female,No,No,21,Month-to-month,97.35,Yes
7142-HVGBG,Male,Yes,No,43,Month-to-month,103,Yes
1686-STUHN,Male,No,No,42,One year,19.8,No
7817-BOQPW,Female,No,No,2,Month-to-month,75.55,Yes
1444-VVSGW,Male,Yes,No,70,One year,115.65,Yes
4957-TIALW,Female,No,Yes,15,One year,65.6,No
8807-OPMBM,Female,Yes,Yes,55,Two year,25.65,No
7923-IYJWY,Male,No,No,67,Two year,116.1,No
0440-QEXBZ,Female,No,No,44,Month-to-month,50.15,No
2424-WVHPL,Male,No,No,1,Month-to-month,74.7,No
3779-OSWCF,Female,Yes,No,71,Two year,93.2,No
5702-SKUOB,Female,Yes,No,4,Month-to-month,19.6,No
8259-NFJTV,Female,Yes,Yes,7,Month-to-month,34.65,No
9289-LBQVU,Male,Yes,No,64,One year,70.15,No
5501-TVMGM,Male,No,No,1,Month-to-month,55.25,No
0733-VUNUW,Male,No,No,24,Month-to-month,55.65,Yes
9795-NREXC,Female,Yes,No,64,Two year,85,No
3402-XRIUO,Female,Yes,No,22,Month-to-month,63.55,No
0913-XWSCN,Male,Yes,Yes,55,Month-to-month,85.5,No
2819-GWENI,Female,Yes,Yes,28,One year,19.9,No
5014-WUQMG,Male,Yes,Yes,47,One year,96.1,No
3486-NPGST,Female,No,No,36,One year,19.55,No
6543-JXSOO,Female,Yes,Yes,23,One year,57.75,No
4910-GMJOT,Female,No,No,1,Month-to-month,94.6,Yes
2725-TTRIQ,Female,Yes,Yes,72,Two year,84.2,No
0508-SQWPL,Female,Yes,Yes,57,Two year,20.1,No
3606-TWKGI,Male,No,No,13,Month-to-month,106.9,Yes
3352-ALMCK,Male,No,No,40,Month-to-month,102.65,No
3085-QUOZK,Female,No,No,1,Month-to-month,43.95,Yes
6688-UZPWD,Female,Yes,No,11,Month-to-month,102,Yes
6728-CZFEI,Female,No,No,15,One year,56.15,No
5919-VCZYM,Male,No,No,2,Month-to-month,20.05,No
1658-BYGOY,Male,No,No,18,Month-to-month,95.45,Yes
1936-UAFEH,Female,No,No,68,Two year,110.25,No
5565-FILXA,Female,No,No,16,Month-to-month,96.15,Yes
1830-GGFNM,Male,Yes,Yes,65,Two year,94.55,No
9139-WQQDY,Female,Yes,Yes,49,One year,100.45,Yes
6214-EDAKZ,Female,Yes,Yes,22,Month-to-month,55.15,Yes
3908-BLSYF,Female,No,No,6,Month-to-month,83.9,Yes
5701-YVSVF,Female,Yes,No,11,Month-to-month,82.9,No
0835-JKADZ,Female,No,No,71,Two year,111.25,No
7504-UWHNB,Male,No,No,25,Month-to-month,69.75,No
2661-GKBTK,Male,Yes,Yes,60,Two year,76.95,No
8695-WDYEA,Male,No,No,1,Month-to-month,51.25,No
4060-LDNLU,Male,No,No,7,Month-to-month,96.2,No
9103-TCIHJ,Female,No,No,15,Month-to-month,55.7,Yes
6103-LIANB,Male,Yes,Yes,59,Two year,99.5,No
6207-WIOLX,Female,Yes,Yes,25,Month-to-month,58.6,Yes
1557-EMYVT,Female,No,No,43,Two year,115.05,No
5149-CUZUJ,Male,Yes,Yes,28,One year,92.9,No
4836-WNFNO,Female,Yes,No,72,Two year,25,No
3847-BAERP,Female,No,No,10,Month-to-month,20.9,No
1015-JPFYW,Male,No,Yes,7,One year,19.45,No
3726-TBHQT,Male,Yes,Yes,71,Two year,114,No
4690-PKDQG,Female,Yes,No,42,Month-to-month,95.55,No
7856-GANIL,Male,Yes,No,45,One year,98.7,No
6614-YWYSC,Male,Yes,No,61,Two year,25,No
4211-MMAZN,Male,No,No,1,Month-to-month,20.25,Yes
9862-KJTYK,Male,No,Yes,19,Month-to-month,25.35,No
1036-GUDCL,Male,Yes,Yes,60,Month-to-month,79.05,No
2947-DOMLJ,Male,No,Yes,1,Month-to-month,50.6,Yes
8345-MVDYC,Female,No,No,45,Two year,81.65,No
5130-IEKQT,Male,No,No,25,Month-to-month,105.95,Yes
7459-IMVYU,Male,No,No,38,Month-to-month,69.95,No
6235-VDHOM,Female,No,No,5,Month-to-month,28.45,Yes
9448-REEVD,Male,Yes,No,1,Month-to-month,44.7,Yes
3468-DRVQJ,Female,Yes,Yes,10,One year,70.3,No
8670-ERCJH,Male,No,No,72,Two year,113.4,No
6506-EYCNH,Female,Yes,Yes,28,Month-to-month,19.55,No
2347-WKKAE,Male,Yes,No,42,Month-to-month,94.4,No
3500-RMZLT,Female,No,No,15,Month-to-month,96.3,Yes
4797-MIWUM,Male,Yes,Yes,7,Month-to-month,20.25,No
2014-MKGMH,Female,No,No,46,One year,101.1,No
2587-EKXTS,Male,No,No,44,Month-to-month,111.5,No
6463-MVYRY,Female,No,No,57,Two year,69.85,No
7067-KSAZT,Female,Yes,No,65,One year,106.25,Yes
8592-PLTMQ,Female,No,No,64,One year,24.7,No
2848-YXSMW,Male,Yes,Yes,72,Two year,19.4,No
0052-YNYOT,Female,No,No,67,One year,20.55,No
3737-XBQDD,Male,No,No,24,Month-to-month,84.85,No
7976-CICYS,Male,No,No,4,Month-to-month,20.7,No
6729-FZWSY,Male,No,No,67,One year,19.45,No
9667-TKTVZ,Female,No,No,2,Month-to-month,54.35,No
9054-FOWNV,Male,Yes,Yes,22,Month-to-month,88.75,No
5813-UECBU,Male,No,No,33,Month-to-month,83.85,Yes
6907-CQGPN,Male,No,No,29,Month-to-month,34.3,No
8739-QOTTN,Female,Yes,No,2,Month-to-month,20.35,No
0679-IDSTG,Female,Yes,Yes,1,Month-to-month,69.25,Yes
6723-WSNTY,Female,Yes,No,66,One year,108.1,No
5346-BZCHP,Female,Yes,Yes,69,Two year,19.4,No
5343-SGUBI,Female,No,No,52,One year,80.2,No
1120-BMWUB,Female,No,No,16,Month-to-month,53.9,Yes
1455-HFBXA,Male,Yes,No,52,Two year,91.6,No
4138-NAXED,Male,No,No,51,Month-to-month,81,No
9777-IQHWP,Male,Yes,Yes,64,Two year,93.4,No
2080-CAZNM,Female,No,No,41,Month-to-month,104.4,No
1352-HNSAW,Female,Yes,Yes,72,Two year,115.6,No
8650-RHRKE,Male,No,No,4,Month-to-month,29.65,Yes
4849-PYRLQ,Female,No,No,56,Two year,73.25,No
0420-HLGXF,Female,No,No,39,Month-to-month,99.75,No
9778-OGKQZ,Male,Yes,No,72,Two year,92,No
7951-VRDVK,Female,No,No,36,One year,85.85,No
2842-BCQGE,Male,No,No,43,Month-to-month,75.35,No
4826-XTSOH,Male,Yes,No,1,Month-to-month,86.05,Yes
4749-OJKQU,Female,No,No,4,Month-to-month,75.65,No
7901-HXJVA,Male,No,No,14,Month-to-month,76.45,No
4837-PZTIC,Female,No,No,47,Two year,41.9,No
5647-URDKA,Male,Yes,Yes,8,Two year,19.7,No
8225-BTJAU,Male,No,No,10,Month-to-month,79.25,Yes
9661-JALZV,Female,No,No,58,Two year,24.7,No
4825-XJGDM,Female,No,No,61,One year,43.7,No
8785-EPNCG,Male,No,No,11,Month-to-month,23.15,Yes
8859-YSTWS,Male,No,No,48,One year,19.95,No
2037-XJFUP,Male,Yes,No,33,One year,95.8,Yes
2649-HWLYB,Male,Yes,No,65,Two year,76.15,No
2187-PKZAY,Male,No,No,12,Month-to-month,79.95,No
6425-YQLLO,Female,Yes,No,66,One year,105.95,Yes
2674-MIAHT,Female,No,No,4,Month-to-month,80.3,No
0133-BMFZO,Female,No,No,2,Month-to-month,86.25,Yes
0666-UXTJO,Male,Yes,No,34,Month-to-month,85.2,No
9435-JMLSX,Male,Yes,No,71,Two year,86.1,No
3251-YMVWZ,Male,No,No,53,One year,24.05,No
5324-KTGCG,Male,Yes,No,71,One year,20.85,No
1035-IPQPU,Female,Yes,No,63,Month-to-month,103.5,No
3352-ALMCK,Male,No,No,40,Month-to-month,102.65,No
2302-ANTDP,Female,Yes,No,48,Month-to-month,117.45,Yes
0880-FVFWF,Male,No,No,56,Month-to-month,86.4,No
0795-GMVQO,Male,Yes,No,67,One year,109.9,No
5146-CBVOE,Female,No,No,16,Month-to-month,75.1,No
4510-PYUSH,Female,No,No,38,Month-to-month,57.15,Yes
2454-RPBRZ,Female,Yes,No,12,Month-to-month,98.1,Yes
8603-IJWDN,Male,No,No,1,Month-to-month,86.6,Yes
3345-PBBFH,Male,Yes,No,8,Month-to-month,49.55,No
7235-NXZCP,Male,No,No,2,Month-to-month,74.85,Yes
5278-PNYOX,Female,No,No,49,Two year,100.65,No
0013-SMEOE,Female,Yes,No,71,Two year,109.7,No
1666-JZPZT,Male,No,No,27,Month-to-month,49,No
7787-BNTZM,Male,No,No,6,Month-to-month,20.15,No
3765-JXVKY,Female,No,No,1,Month-to-month,74.7,Yes
9715-SBVSU,Male,Yes,Yes,14,Two year,61.4,No
6979-ZNSFF,Female,No,No,8,Month-to-month,87.05,Yes
5847-MXBEO,Male,No,No,22,One year,20.3,No
8563-OYMQY,Male,No,No,17,Month-to-month,90.95,No
1945-XISKS,Female,Yes,No,67,Two year,19.65,No
2722-JMONI,Female,Yes,No,1,Month-to-month,49.55,Yes
2987-BJXIK,Female,No,No,70,Two year,84.7,No
9975-GPKZU,Male,Yes,Yes,46,Two year,19.75,No
4654-GGUII,Female,No,No,18,One year,40.2,No
0089-IIQKO,Female,Yes,Yes,39,Month-to-month,99.95,No
3016-KSVCP,Male,Yes,No,29,Month-to-month,33.75,No
4976-LNFVV,Male,Yes,No,19,Month-to-month,34.3,No
5655-JSMZM,Male,No,No,49,Month-to-month,96.2,Yes
5232-NXPAY,Female,No,No,47,Two year,74.45,No
6177-PEVRA,Female,No,No,48,Two year,55.5,No
9786-YWNHU,Female,Yes,Yes,63,Two year,63.55,No
6024-RUGGH,Male,Yes,Yes,72,Two year,25.2,No
5564-NEMQO,Female,No,No,1,Month-to-month,75.3,Yes
5766-XQXMQ,Female,No,No,29,Month-to-month,68.85,Yes
6919-ELBGL,Male,Yes,Yes,72,Two year,114.95,No
7306-YDSOI,Male,Yes,Yes,69,Two year,59.75,No
5298-GSTLM,Female,No,No,60,One year,101.4,No
1343-EHPYB,Male,Yes,No,63,Month-to-month,103.4,Yes
9546-CQJSU,Female,No,No,2,Month-to-month,91.4,Yes
